"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Quadrant","Survey","Survey Area","Time Searched","Microhabitat Type","Specimen Collected"
Rotation 1,984,2011,25-May-11,NSP,NE,2,2X25,10,DC,VNA,
Rotation 1,984,2011,25-May-11,NSP,NE,2,2X25,10,DM,VNA,
Rotation 1,984,2011,25-May-11,NSP,NW,2,2X25,10,TD,C,
Rotation 1,984,2011,25-May-11,NSP,NW,2,2X25,10,TC,VNA,
Rotation 1,984,2011,25-May-11,NSP,NW,2,2X25,10,TS,C,
Rotation 1,984,2011,25-May-11,NSP,NW,2,2X25,10,HB,VNA,
Rotation 1,984,2011,25-May-11,NSP,NW,2,2X25,10,UC,VNA,
Rotation 1,984,2011,25-May-11,NSP,NW,2,2X25,10,UO,VNA,
Rotation 1,984,2011,25-May-11,NSP,NW,2,2X25,10,DC,VNA,
Rotation 1,984,2011,25-May-11,NSP,NW,2,2X25,10,DM,VNA,
Rotation 1,984,2011,25-May-11,NSP,SE,2,2X25,10,TS,VNA,
Rotation 1,984,2011,25-May-11,NSP,SE,2,2X25,10,HB,VNA,
Rotation 1,984,2011,25-May-11,NSP,SE,2,2X25,10,TD,C,
Rotation 1,984,2011,25-May-11,NSP,SE,2,2X25,10,TC,C,
Rotation 1,984,2011,25-May-11,NSP,SE,2,2X25,10,UC,C,
Rotation 1,984,2011,25-May-11,NSP,SE,2,2X25,10,UO,C,
Rotation 1,984,2011,25-May-11,NSP,SE,2,2X25,10,DM,VNA,
Rotation 1,984,2011,25-May-11,NSP,SE,2,2X25,10,DC,VNA,
Rotation 1,984,2011,25-May-11,NSP,SW,2,2X25,10,TD,VNA,
Rotation 1,984,2011,25-May-11,NSP,SW,2,2X25,10,TC,VNA,
Rotation 1,984,2011,25-May-11,NSP,SW,2,2X25,10,TS,VNA,
Rotation 1,984,2011,25-May-11,NSP,SW,2,2X25,10,HB,VNA,
Rotation 1,984,2011,25-May-11,NSP,SW,2,2X25,10,UC,VNA,
Rotation 1,984,2011,25-May-11,NSP,SW,2,2X25,10,DC,VNA,
Rotation 1,984,2011,25-May-11,NSP,SW,2,2X25,10,UO,C,
Rotation 1,984,2011,25-May-11,NSP,SW,2,2X25,10,DM,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,1,25X15,5,LH,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,1,25X15,5,LS,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,1,25X15,5,WMF,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,1,25X15,5,WSB,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,1,25X15,5,WDS,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,1,25X15,5,WPW,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,1,25X15,5,RR,NONE,
Rotation 1,985,2011,26-May-11,NSP,NE,1,25X15,5,BC,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,1,25X15,5,CL,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,1,25X15,5,LH,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,1,25X15,5,LS,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,1,25X15,5,WDS,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,1,25X15,5,WSB,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,1,25X15,5,WPW,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,1,25X15,5,WMF,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,1,25X15,5,BC,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,1,25X15,5,RR,NONE,
Rotation 1,985,2011,26-May-11,NSP,NW,1,25X15,5,CL,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,1,25X15,5,LS,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,1,25X15,5,LH,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,1,25X15,5,WSB,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,1,25X15,5,WPW,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,1,25X15,5,WDS,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,1,25X15,5,WMF,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,1,25X15,5,BC,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,1,25X15,5,CL,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,1,25X15,5,RR,NONE,
Rotation 1,985,2011,26-May-11,NSP,SW,1,25X15,5,LH,VNA,
Rotation 1,985,2011,26-May-11,NSP,SW,1,25X15,5,LS,VNA,
Rotation 1,985,2011,26-May-11,NSP,SW,1,25X15,5,WSB,VNA,
Rotation 1,985,2011,26-May-11,NSP,SW,1,25X15,5,WDS,VNA,
Rotation 1,985,2011,26-May-11,NSP,SW,1,25X15,5,CL,VNA,
Rotation 1,985,2011,26-May-11,NSP,SW,1,25X15,5,WPW,VNA,
Rotation 1,985,2011,26-May-11,NSP,SW,1,25X15,5,WMF,VNA,
Rotation 1,985,2011,26-May-11,NSP,SW,1,25X15,5,RR,NONE,
Rotation 1,985,2011,26-May-11,NSP,SW,1,25X15,5,BC,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,2,2X25,10,TD,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,2,2X25,10,TC,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,2,2X25,10,TS,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,2,2X25,10,HB,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,2,2X25,10,DC,NONE,
Rotation 1,985,2011,26-May-11,NSP,NE,2,2X25,10,DM,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,2,2X25,10,UO,VNA,
Rotation 1,985,2011,26-May-11,NSP,NE,2,2X25,10,UC,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,2,2X25,10,HB,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,2,2X25,10,TS,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,2,2X25,10,TC,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,2,2X25,10,TD,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,2,2X25,10,DC,NONE,
Rotation 1,985,2011,26-May-11,NSP,NW,2,2X25,10,DM,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,2,2X25,10,UO,VNA,
Rotation 1,985,2011,26-May-11,NSP,NW,2,2X25,10,UC,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,2,2X25,10,TC,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,2,2X25,10,TS,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,2,2X25,10,HB,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,2,2X25,10,TD,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,2,2X25,10,DM,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,2,2X25,10,DC,NONE,
Rotation 1,985,2011,26-May-11,NSP,SE,2,2X25,10,UO,VNA,
Rotation 1,985,2011,26-May-11,NSP,SE,2,2X25,10,UC,VNA,
Rotation 1,985,2011,26-May-11,NSP,SW,2,2X25,10,TD,VNA,
Rotation 1,985,2011,26-May-11,NSP,SW,2,2X25,10,TC,VNA,
Rotation 1,985,2011,26-May-11,NSP,SW,2,2X25,10,HB,VNA,
Rotation 1,985,2011,26-May-11,NSP,SW,2,2X25,10,TS,VNA,
Rotation 1,985,2011,26-May-11,NSP,SW,2,2X25,10,UC,VNA,
Rotation 1,985,2011,26-May-11,NSP,SW,2,2X25,10,UO,VNA,
Rotation 1,985,2011,26-May-11,NSP,SW,2,2X25,10,DC,NONE,
Rotation 1,985,2011,26-May-11,NSP,SW,2,2X25,10,DM,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,1,25X15,25,WMF,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,1,25X15,25,LH,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,1,25X15,25,LS,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,1,25X15,25,WDS,C,
Rotation 1,986,2022,27-May-22,NHA2,NE,1,25X15,25,WSB,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,1,25X15,25,WPW,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,1,25X15,25,RR,None,
Rotation 1,986,2022,27-May-22,NHA2,NE,1,25X15,25,BC,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,1,25X15,25,CL,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,1,25X15,25,LH,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,1,25X15,25,LS,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,1,25X15,25,WPW,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,1,25X15,25,WMF,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,1,25X15,25,WSB,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,1,25X15,25,WDS,C,
Rotation 1,986,2022,27-May-22,NHA2,NW,1,25X15,25,CL,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,1,25X15,25,BC,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,1,25X15,25,RR,None,
Rotation 1,986,2022,27-May-22,NHA2,SE,1,25X15,10,LS,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SE,1,25X15,10,LH,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SE,1,25X15,10,WSB,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SE,1,25X15,10,WMF,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SE,1,25X15,10,WDS,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SE,1,25X15,10,WPW,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SE,1,25X15,10,RR,None,
Rotation 1,986,2022,27-May-22,NHA2,SE,1,25X15,10,BC,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SE,1,25X15,10,CL,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,1,25X15,5,LH,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,1,25X15,5,LS,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,1,25X15,5,WSB,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,1,25X15,5,WMF,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,1,25X15,5,WDS,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,1,25X15,5,WPW,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,1,25X15,5,BC,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,1,25X15,5,RR,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,1,25X15,5,CL,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,2,2X25,10,TD,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,2,2X25,10,TC,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,2,2X25,10,TS,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,2,2X25,10,HB,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,2,2X25,10,UO,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,2,2X25,10,DM,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,2,2X25,10,UC,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NE,2,2X25,10,DC,C,
Rotation 1,986,2022,27-May-22,NHA2,NW,2,2X25,10,TS,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,2,2X25,10,TD,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,2,2X25,10,TC,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,2,2X25,10,HB,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,2,2X25,10,DM,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,2,2X25,10,UO,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,2,2X25,10,UC,VNA,
Rotation 1,986,2022,27-May-22,NHA2,NW,2,2X25,10,DC,None,
Rotation 1,986,2022,27-May-22,NHA2,SE,2,2X25,10,HB,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SE,2,2X25,10,TS,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SE,2,2X25,10,TC,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SE,2,2X25,10,TD,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SE,2,2X25,10,DM,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SE,2,2X25,10,DC,None,
Rotation 1,986,2022,27-May-22,NHA2,SW,2,2X25,10,TC,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SE,2,2X25,10,UO,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SE,2,2X25,10,UC,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,2,2X25,10,TD,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,2,2X25,10,TS,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,2,2X25,10,HB,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,2,2X25,10,UC,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,2,2X25,10,DM,VNA,
Rotation 1,986,2022,27-May-22,NHA2,SW,2,2X25,10,DC,None,
Rotation 1,986,2022,27-May-22,NHA2,SW,2,2X25,10,UO,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NE,1,25X15,25,LH,C,
Rotation 1,987,2022,31-May-22,RLA2,NE,1,25X15,25,LS,C,
Rotation 1,987,2022,31-May-22,RLA2,NE,1,25X15,25,WMF,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NE,1,25X15,25,WPW,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NE,1,25X15,25,WSB,None,
Rotation 1,987,2022,31-May-22,RLA2,NE,1,25X15,25,WDS,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NE,1,25X15,25,BC,None,
Rotation 1,987,2022,31-May-22,RLA2,NE,1,25X15,25,CL,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NE,1,25X15,25,RR,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NW,1,25X15,15,LS,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NW,1,25X15,15,LH,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NW,1,25X15,15,WMF,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NW,1,25X15,15,WSB,None,
Rotation 1,987,2022,31-May-22,RLA2,NW,1,25X15,15,WPW,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NW,1,25X15,15,WDS,C,
Rotation 1,987,2022,31-May-22,RLA2,NW,1,25X15,15,CL,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NW,1,25X15,15,RR,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NW,1,25X15,15,BC,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,1,25X15,DNC,LH,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,1,25X15,DNC,LS,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,1,25X15,DNC,WSB,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,1,25X15,DNC,WMF,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,1,25X15,DNC,WDS,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,1,25X15,DNC,WPW,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,1,25X15,DNC,BC,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,1,25X15,DNC,RR,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,1,25X15,DNC,CL,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,1,25X15,5,LH,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,1,25X15,5,LS,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,1,25X15,5,WDS,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,1,25X15,5,WPW,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,1,25X15,5,WSB,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,1,25X15,5,WMF,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,1,25X15,5,CL,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,1,25X15,5,RR,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,1,25X15,5,BC,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NE,2,2X25,10,TC,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NE,2,2X25,10,TD,C,
Rotation 1,987,2022,31-May-22,RLA2,NE,2,2X25,10,TS,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NE,2,2X25,10,HB,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NE,2,2X25,10,DC,None,
Rotation 1,987,2022,31-May-22,RLA2,NE,2,2X25,10,DM,C,
Rotation 1,987,2022,31-May-22,RLA2,NE,2,2X25,10,UC,None,
Rotation 1,987,2022,31-May-22,RLA2,NE,2,2X25,10,UO,None,
Rotation 1,987,2022,31-May-22,RLA2,NW,2,2X25,10,TD,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NW,2,2X25,10,TS,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NW,2,2X25,10,TC,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NW,2,2X25,10,HB,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NW,2,2X25,10,DC,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NW,2,2X25,10,DM,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NW,2,2X25,10,UC,VNA,
Rotation 1,987,2022,31-May-22,RLA2,NW,2,2X25,10,UO,None,
Rotation 1,987,2022,31-May-22,RLA2,SE,2,2X25,10,TD,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,2,2X25,10,TC,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,2,2X25,10,HB,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,2,2X25,10,TS,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,2,2X25,10,UC,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,2,2X25,10,UO,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,2,2X25,10,TC,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SE,2,2X25,10,DC,None,
Rotation 1,987,2022,31-May-22,RLA2,SE,2,2X25,10,DM,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,2,2X25,10,TD,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,2,2X25,10,TS,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,2,2X25,10,HB,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,2,2X25,10,UC,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,2,2X25,10,DM,VNA,
Rotation 1,987,2022,31-May-22,RLA2,SW,2,2X25,10,DC,None,
Rotation 1,987,2022,31-May-22,RLA2,SW,2,2X25,10,UO,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,1,25X15,10,LS,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,1,25X15,10,LH,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,1,25X15,10,WSB,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,1,25X15,10,WMF,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,1,25X15,10,WDS,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,1,25X15,10,WPW,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,1,25X15,10,CL,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,1,25X15,10,RR,None,
Rotation 1,988,2022,31-May-22,NHA2,NE,1,25X15,10,BC,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NW,1,25X15,25,LS,C,
Rotation 1,988,2022,31-May-22,NHA2,NW,1,25X15,25,LH,C,
Rotation 1,988,2022,31-May-22,NHA2,NW,1,25X15,25,WSB,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NW,1,25X15,25,WMF,C,
Rotation 1,988,2022,31-May-22,NHA2,NW,1,25X15,25,WDS,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NW,1,25X15,25,WPW,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NW,1,25X15,25,RR,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NW,1,25X15,25,CL,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NW,1,25X15,25,BC,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SE,1,25X15,25,LS,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SE,1,25X15,25,LH,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SE,1,25X15,25,WDS,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SE,1,25X15,25,WPW,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SE,1,25X15,25,WMF,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SE,1,25X15,25,WSB,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SE,1,25X15,25,BC,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SE,1,25X15,25,RR,None,
Rotation 1,988,2022,31-May-22,NHA2,SE,1,25X15,25,CL,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SW,1,25X15,25,LS,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SW,1,25X15,25,LH,C,
Rotation 1,988,2022,31-May-22,NHA2,SW,1,25X15,25,WMF,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SW,1,25X15,25,WSB,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SW,1,25X15,25,WDS,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SW,1,25X15,25,WPW,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SW,1,25X15,25,RR,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SW,1,25X15,25,BC,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SW,1,25X15,25,CL,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,2,2X25,10,TC,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,2,2X25,10,TD,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,2,2X25,10,TS,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,2,2X25,10,HB,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,2,2X25,10,UC,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,2,2X25,10,UO,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NE,2,2X25,10,DC,None,
Rotation 1,988,2022,31-May-22,NHA2,NE,2,2X25,10,DM,None,
Rotation 1,988,2022,31-May-22,NHA2,NW,2,2X25,10,HB,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NW,2,2X25,10,TS,C,
Rotation 1,988,2022,31-May-22,NHA2,NW,2,2X25,10,TD,None,
Rotation 1,988,2022,31-May-22,NHA2,NW,2,2X25,10,TC,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NW,2,2X25,10,UC,None,
Rotation 1,988,2022,31-May-22,NHA2,NW,2,2X25,10,UO,None,
Rotation 1,988,2022,31-May-22,NHA2,NW,2,2X25,10,DC,VNA,
Rotation 1,988,2022,31-May-22,NHA2,NW,2,2X25,10,DM,DNC,
Rotation 1,988,2022,31-May-22,NHA2,SE,2,2X25,10,TS,None,
Rotation 1,988,2022,31-May-22,NHA2,SE,2,2X25,10,TC,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SE,2,2X25,10,TD,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SE,2,2X25,10,HB,None,
Rotation 1,988,2022,31-May-22,NHA2,SE,2,2X25,10,UC,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SE,2,2X25,10,DM,C,
Rotation 1,988,2022,31-May-22,NHA2,SW,2,2X25,10,TS,None,
Rotation 1,988,2022,31-May-22,NHA2,SE,2,2X25,10,DC,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SE,2,2X25,10,UO,C,
Rotation 1,988,2022,31-May-22,NHA2,SW,2,2X25,10,HB,None,
Rotation 1,988,2022,31-May-22,NHA2,SW,2,2X25,10,TC,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SW,2,2X25,10,TD,C,
Rotation 1,988,2022,31-May-22,NHA2,SW,2,2X25,10,DC,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SW,2,2X25,10,UO,C,
Rotation 1,988,2022,31-May-22,NHA2,SW,2,2X25,10,UC,VNA,
Rotation 1,988,2022,31-May-22,NHA2,SW,2,2X25,10,DM,C,
Rotation 1,989,2011,09-Jun-11,NSP,NE,1,25X15,10,LH,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NE,1,25X15,10,LS,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NE,1,25X15,10,WDS,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NE,1,25X15,10,WSB,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NE,1,25X15,10,WMF,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NE,1,25X15,10,WPW,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NE,1,25X15,10,BC,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NE,1,25X15,10,RR,NONE,
Rotation 1,989,2011,09-Jun-11,NSP,NE,1,25X15,10,CL,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NW,1,25X15,10,LS,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NW,1,25X15,10,LH,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NW,1,25X15,10,WMF,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NW,1,25X15,10,WPW,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NW,1,25X15,10,WDS,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NW,1,25X15,10,WSB,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NW,1,25X15,10,CL,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,NW,1,25X15,10,RR,NONE,
Rotation 1,989,2011,09-Jun-11,NSP,NW,1,25X15,10,BC,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SE,1,25X15,5,LH,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SE,1,25X15,5,LS,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SE,1,25X15,5,WMF,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SE,1,25X15,5,WDS,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SE,1,25X15,5,WSB,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SE,1,25X15,5,WPW,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SE,1,25X15,5,CL,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SE,1,25X15,5,BC,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SE,1,25X15,5,RR,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SW,1,25X15,5,LH,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SW,1,25X15,5,LS,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SW,1,25X15,5,WDS,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SW,1,25X15,5,WSB,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SW,1,25X15,5,WPW,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SW,1,25X15,5,CL,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SW,1,25X15,5,WMF,VNA,
Rotation 1,989,2011,09-Jun-11,NSP,SW,1,25X15,5,RR,NONE,
