"Rotation","ABMI Site","Year","Field Date","Field Crew Member(s)","Identification Date","Identification Analyst","Advanced ID Date","Advanced ID Analyst","Microhabitat Type","Plot Number","Common Name","Scientific Name","Taxonomic Resolution","Unique Taxonomic Identification Number"
Rotation 1,1116,2008,27-May-08,CBA,8-Aug-08,KBR,DNC,DNC,LS,2,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1116,2008,27-May-08,CBA,8-Aug-08,KBR,DNC,DNC,LS,2,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1116,2008,27-May-08,CBA,8-Aug-08,KBR,DNC,DNC,LS,2,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1116,2008,27-May-08,CBA,8-Aug-08,KBR,DNC,DNC,LS,2,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,TC,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,TC,2,VNA,Platygyrium repens,Species,99000841,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,TC,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1116,2008,27-May-08,CBA,7-Aug-08,KBR,DNC,DNC,TC,2,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1116,2008,27-May-08,CBA,7-Aug-08,KBR,DNC,DNC,TC,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,TC,2,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,TC,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1116,2008,27-May-08,CBA,8-Aug-08,KBR,DNC,DNC,TD,2,VNA,Orthotrichum obtusifolium,Species,99000932,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,TD,2,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1116,2008,27-May-08,CBA,11-Aug-08,KBR,DNC,DNC,TD,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,UH,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1116,2008,27-May-08,CBA,11-Aug-08,KBR,DNC,DNC,UH,2,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1116,2008,27-May-08,CBA,11-Aug-08,KBR,DNC,DNC,UH,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1116,2008,27-May-08,CBA,12-Aug-08,EE,DNC,DNC,UH,2,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,UH,2,VNA,Lophocolea minor,Species,99000989,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,UH,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,UH,2,VNA,Amblystegium,Genus,99000514,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,UH,2,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,UH,2,VNA,Lophocolea minor,Species,99000989,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,UH,2,Cushion Moss,Dicranum fragilifolium,Species,99000330,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,UH,2,VNA,Lophocolea minor,Species,99000989,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,UH,2,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,UH,2,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1116,2008,27-May-08,CBA,12-Aug-08,KBR,DNC,DNC,UH,2,Stair-step Moss,Hylocomium splendens,Species,99001074,
Rotation 1,1116,2008,27-May-08,CBA,12-Aug-08,KBR,DNC,DNC,UH,2,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,UH,2,VNA,Bryum,Genus,99000545,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,WDS,2,VNA,Ptychostomum pseudotriquetrum,Species,99001234,
Rotation 1,1116,2008,27-May-08,CBA,8-Aug-08,KBR,DNC,DNC,WDS,2,VNA,Marchantia polymorpha,Species,99001013,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,WDS,2,VNA,Geocalyx graveolens,Species,99001028,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,WDS,2,VNA,Ptychostomum pseudotriquetrum,Species,99001234,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,WDS,2,VNA,Marchantia polymorpha,Species,99001013,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,WDS,2,VNA,Chiloscyphus pallescens,Species,99001160,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,WDS,2,VNA,Marchantia polymorpha,Species,99001013,
Rotation 1,1116,2008,27-May-08,CBA,7-Aug-08,KBR,DNC,DNC,WDS,2,VNA,Climacium dendroides,Species,99001166,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,WDS,2,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,WDS,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,WDS,2,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,WDS,2,VNA,Plagiomnium ellipticum,Species,99000961,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,WDS,2,VNA,Plagiomnium ellipticum,Species,99000961,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,WDS,2,VNA,Mnium,Genus,99000622,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,WDS,2,SNI,SNI,VNA,VNA,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,LS,3,VNA,Bryum,Genus,99000545,
Rotation 1,1116,2008,27-May-08,CBA,12-Aug-08,KBR,DNC,DNC,LS,3,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,LS,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,LS,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,LS,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,LS,3,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,LS,3,VNA,Lepidozia reptans,Species,99000975,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,LS,3,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,LS,3,VNA,Lophocolea heterophylla,Species,99000988,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,LS,3,VNA,Platygyrium repens,Species,99000841,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,LS,3,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,TC,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1116,2008,27-May-08,CBA,7-Aug-08,KBR,DNC,DNC,TC,3,VNA,Platygyrium repens,Species,99000841,
Rotation 1,1116,2008,27-May-08,CBA,22-Jun-09,LML,DNC,DNC,TC,3,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1116,2008,27-May-08,CBA,8-Aug-08,KBR,DNC,DNC,TD,3,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,BC,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,BC,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,BC,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1117,2008,28-May-08,CBA,26-Aug-08,RCA,DNC,DNC,BC,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1117,2008,28-May-08,CBA,25-Aug-08,RCA,DNC,DNC,DC,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,DC,1,SNI,SNI,VNA,VNA,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,DC,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,DC,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,DC,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1117,2008,28-May-08,CBA,VNA,VNA,DNC,DNC,DC,1,SNI,SNI,VNA,VNA,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,LS,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1117,2008,28-May-08,CBA,26-Aug-08,RCA,DNC,DNC,LS,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,LS,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,LS,1,VNA,Orthotrichum speciosum,Species,99000940,
Rotation 1,1117,2008,28-May-08,CBA,25-Aug-08,RCA,DNC,DNC,RR,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1117,2008,28-May-08,CBA,25-Aug-08,RCA,DNC,DNC,RR,1,VNA,Platygyrium repens,Species,99000841,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,RR,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,RR,1,Bird's Claw Screw Moss,Barbula unguiculata,Species,99001308,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,RR,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,RR,1,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,RR,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,RR,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1117,2008,28-May-08,CBA,25-Aug-08,RCA,DNC,DNC,RR,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,TD,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,TD,1,VNA,Orthotrichum obtusifolium,Species,99000932,
Rotation 1,1117,2008,28-May-08,CBA,26-Aug-08,RCA,DNC,DNC,TD,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1117,2008,28-May-08,CBA,26-Aug-08,RCA,DNC,DNC,TD,1,VNA,Platygyrium repens,Species,99000841,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,TD,1,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1117,2008,28-May-08,CBA,25-Aug-08,RCA,DNC,DNC,DC,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,TD,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,TD,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1117,2008,28-May-08,CBA,26-Aug-08,RCA,DNC,DNC,TD,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,TD,2,VNA,Orthotrichum obtusifolium,Species,99000932,
Rotation 1,1117,2008,28-May-08,CBA,25-Aug-08,RCA,DNC,DNC,DC,3,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1117,2008,28-May-08,CBA,25-Aug-08,RCA,DNC,DNC,DC,4,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,DC,4,VNA,Bryum,Genus,99000545,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,DC,4,SNI,SNI,VNA,VNA,
Rotation 1,1117,2008,28-May-08,CBA,29-Aug-09,JCD,DNC,DNC,DC,5,VNA,Bryum,Genus,99000545,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,DM,1,VNA,Mnium,Genus,99000622,
Rotation 1,1148,2008,28-May-08,DTH,5-May-09,LML,DNC,DNC,DM,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1148,2008,28-May-08,DTH,5-May-09,LML,DNC,DNC,DM,1,Sharp Twisted Moss,Tortula mucronifolia,Species,99000769,
Rotation 1,1148,2008,28-May-08,DTH,5-May-09,LML,DNC,DNC,DM,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1148,2008,28-May-08,DTH,5-May-09,LML,DNC,DNC,DM,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,DM,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,DM,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,DM,1,VNA,Pohlia cruda,Species,99000853,
Rotation 1,1148,2008,28-May-08,DTH,7-Aug-08,RPO,DNC,DNC,LH,1,VNA,Platygyrium repens,Species,99000841,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,LH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,LS,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,LS,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,LS,1,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1148,2008,28-May-08,DTH,7-Aug-08,RPO,DNC,DNC,LS,1,VNA,Platygyrium repens,Species,99000841,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,LS,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,LS,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,LS,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,TD,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1148,2008,28-May-08,DTH,7-Aug-08,RPO,DNC,DNC,TD,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,UH,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,UH,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,UH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,UH,1,VNA,Campylium stellatum,Species,99001144,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,UH,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1148,2008,28-May-08,DTH,8-Aug-08,EE,DNC,DNC,UH,1,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,UH,1,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,WSB,1,VNA,Eurhynchiastrum pulchellum,Species,99001127,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,WSB,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,WSB,1,VNA,Brachythecium,Genus,99000537,
Rotation 1,1148,2008,28-May-08,DTH,7-Aug-08,RPO,DNC,DNC,WSB,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,WSB,1,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1148,2008,28-May-08,DTH,7-Aug-08,RPO,DNC,DNC,WSB,1,VNA,Marchantia polymorpha,Species,99001013,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,WSB,1,Hispid Campylium Moss,Campylophyllum hispidulum,Species,99001260,
Rotation 1,1148,2008,28-May-08,DTH,5-May-09,LML,DNC,DNC,DM,2,SNI,SNI,VNA,VNA,
Rotation 1,1148,2008,28-May-08,DTH,7-Aug-08,RPO,DNC,DNC,LS,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1148,2008,28-May-08,DTH,7-Aug-08,RPO,DNC,DNC,LS,2,Knight's Plume Moss,Ptilium crista-castrensis,Species,99000894,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,LS,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,LS,2,Whip Fork Moss,Dicranum flagellare,Species,99000329,
Rotation 1,1148,2008,28-May-08,DTH,7-Aug-08,RPO,DNC,DNC,LS,2,VNA,Ptilidium pulcherrimum,Species,99000893,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,LS,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,LS,2,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1148,2008,28-May-08,DTH,7-Aug-08,RPO,DNC,DNC,LS,2,Big Redstem,Pleurozium schreberi,Species,99000843,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,LS,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,LS,2,VNA,Bryum,Genus,99000545,
Rotation 1,1148,2008,28-May-08,DTH,8-Aug-08,EE,DNC,DNC,LS,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1148,2008,28-May-08,DTH,5-May-09,LML,DNC,DNC,TD,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1148,2008,28-May-08,DTH,14-May-09,LML,DNC,DNC,TD,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1148,2008,28-May-08,DTH,7-Aug-08,RPO,DNC,DNC,TD,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1190,2008,17-Jul-08,KBR,25-Aug-08,EE,DNC,DNC,LH,1,VNA,Platygyrium repens,Species,99000841,
Rotation 1,1190,2008,17-Jul-08,KBR,25-Aug-08,EE,DNC,DNC,LH,1,VNA,Orthotrichum obtusifolium,Species,99000932,
Rotation 1,1190,2008,17-Jul-08,KBR,25-Aug-08,EE,DNC,DNC,LH,1,VNA,Orthotrichum speciosum,Species,99000940,
Rotation 1,1190,2008,17-Jul-08,KBR,25-Aug-08,EE,DNC,DNC,LH,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1190,2008,17-Jul-08,KBR,25-Aug-08,EE,DNC,DNC,TD,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,TD,1,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1190,2008,17-Jul-08,KBR,26-Aug-08,EE,DNC,DNC,TD,1,VNA,Platygyrium repens,Species,99000841,
Rotation 1,1190,2008,17-Jul-08,KBR,25-Aug-08,EE,DNC,DNC,LH,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,TD,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1190,2008,17-Jul-08,KBR,25-Aug-08,EE,DNC,DNC,TD,2,Tufted Moss,Aulacomnium palustre,Species,99001296,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,TD,2,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1190,2008,17-Jul-08,KBR,25-Aug-08,EE,DNC,DNC,TD,2,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1190,2008,17-Jul-08,KBR,25-Aug-08,EE,DNC,DNC,TD,2,VNA,Platygyrium repens,Species,99000841,
Rotation 1,1190,2008,17-Jul-08,KBR,25-Aug-08,EE,DNC,DNC,TD,2,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,2,Copper Wire Moss,Pohlia nutans,Species,99000859,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,2,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,2,VNA,Brachythecium,Genus,99000537,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,2,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1190,2008,17-Jul-08,KBR,25-Aug-08,EE,DNC,DNC,LH,3,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,LH,3,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,LH,3,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,LH,3,Whip Fork Moss,Dicranum flagellare,Species,99000329,
Rotation 1,1190,2008,17-Jul-08,KBR,25-Aug-08,EE,DNC,DNC,LH,3,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
Rotation 1,1190,2008,17-Jul-08,KBR,25-Aug-08,EE,DNC,DNC,TD,3,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,3,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,3,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,3,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,3,VNA,Brachythecium,Genus,99000537,
Rotation 1,1190,2008,17-Jul-08,KBR,25-Aug-08,EE,DNC,DNC,TD,4,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,TD,4,VNA,Haplocladium microphyllum,Species,99001215,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,TD,4,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,TD,4,VNA,Brachythecium,Genus,99000537,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,TD,4,VNA,Amblystegium serpens,Species,99001267,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,TD,4,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,TD,4,VNA,Brachythecium,Genus,99000537,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,4,VNA,Plagiomnium cuspidatum,Species,99000959,
Rotation 1,1190,2008,17-Jul-08,KBR,29-Aug-09,JCD,DNC,DNC,UH,4,VNA,Drepanocladus aduncus,Species,99001109,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,TD,1,Aspen Stocking Moss,Pylaisia polyantha,Species,99000895,
Rotation 1,1191,2008,19-Jun-08,KBR,2-Aug-09,LML,DNC,DNC,TD,1,VNA,Sanionia uncinata,Species,99000804,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,1,SNI,SNI,VNA,VNA,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,1,VNA,Bryum argenteum,Species,99001220,
Rotation 1,1191,2008,19-Jun-08,KBR,1-Aug-09,LML,DNC,DNC,UH,1,VNA,Bryum,Genus,99000545,
Rotation 1,1191,2008,19-Jun-08,KBR,27-Aug-08,VEV,DNC,DNC,UH,1,Purple Horn-toothed Moss,Ceratodon purpureus,Species,99000320,
